"","Subject","item","noun","condition","word.CRESP","word.RESP","word.ACC","word.RT","spr_listnr_assigned","recog_listnr_assigned","wrong_combo"
"919","oa_12","29_unseen","Materie",NA,"n","n",1,1186,2,2,""
"920","oa_12","49_expected","Paket","expected","j","j",1,939,2,2,""
"921","oa_12","17_unexpected","Herausforderung","unexpected","j","j",1,1629,2,2,""
"922","oa_12","25_unexpected","Wappen","unexpected","j","j",1,1116,2,2,""
"923","oa_12","43_unexpected","Gatter","unexpected","j","j",1,1656,2,2,""
"924","oa_12","13_unseen","Frosch",NA,"n","n",1,1694,2,2,""
"925","oa_12","3_unseen","Lippen",NA,"n","j",0,1786,2,2,""
"926","oa_12","35_unexpected","Mund","unexpected","j","j",1,851,2,2,""
"927","oa_12","33_unseen","Weste",NA,"n","j",0,1584,2,2,""
"928","oa_12","16_unseen","Antarktis",NA,"n","n",1,1465,2,2,""
"929","oa_12","25_unseen","Einzelkind",NA,"n","n",1,1534,2,2,""
"930","oa_12","28_unseen","Verschluss",NA,"n","n",1,1425,2,2,""
"931","oa_12","31_unexpected","Watte","unexpected","j","j",1,1728,2,2,""
"932","oa_12","19_unseen","Bombe",NA,"n","n",1,1162,2,2,""
"933","oa_12","2_expected","Auto","expected","j","j",1,1269,2,2,""
"934","oa_12","12_unseen","Wunsch",NA,"n","n",1,1450,2,2,""
"935","oa_12","36_expected","Sauna","expected","j","j",1,1471,2,2,""
"936","oa_12","16_expected","Schloss","expected","j","j",1,900,2,2,""
"937","oa_12","10_expected","Band","expected","j","n",0,1808,2,2,""
"938","oa_12","8_unseen","Schutt",NA,"n","n",1,1872,2,2,""
"939","oa_12","24_unseen","Speisesaal",NA,"n","j",0,1597,2,2,""
"940","oa_12","1_unexpected","Schlafzimmer","unexpected","j","j",1,1477,2,2,""
"941","oa_12","27_unseen","Bildschirm",NA,"n","n",1,1450,2,2,""
"942","oa_12","27_unexpected","Platte","unexpected","j","n",0,1920,2,2,""
"943","oa_12","28_expected","Briefkasten","expected","j","j",1,1260,2,2,""
"944","oa_12","20_unseen","Wüste",NA,"n","n",1,1537,2,2,""
"945","oa_12","9_unseen","Sekunde",NA,"n","n",1,972,2,2,""
"946","oa_12","24_expected","Wald","expected","j","j",1,1373,2,2,""
"947","oa_12","35_unseen","Mozart",NA,"n","n",1,1966,2,2,""
"948","oa_12","18_unseen","Pfadfinder",NA,"n","n",1,1456,2,2,""
"949","oa_12","15_unexpected","Untermieterin","unexpected","j","j",1,2229,2,2,""
"950","oa_12","30_expected","Polizei","expected","j","j",1,997,2,2,""
"951","oa_12","34_unseen","Hypnose",NA,"n","n",1,1589,2,2,""
"952","oa_12","22_expected","Kühlschrank","expected","j","j",1,1166,2,2,""
"953","oa_12","22_unseen","Pfanne",NA,"n","j",0,903,2,2,""
"954","oa_12","38_unseen","Felsen",NA,"n","n",1,1819,2,2,""
"955","oa_12","21_unexpected","Offizier","unexpected","j","j",1,1442,2,2,""
"956","oa_12","31_unseen","Salami",NA,"n","n",1,1336,2,2,""
"957","oa_12","26_unseen","Märchen",NA,"n","j",0,1291,2,2,""
"958","oa_12","47_expected","Tür","expected","j","j",1,975,2,2,""
"959","oa_12","41_unexpected","Bock","unexpected","j","j",1,920,2,2,""
"960","oa_12","21_unseen","Zigaretten",NA,"n","n",1,1684,2,2,""
"961","oa_13","13_unexpected","Couch","unexpected","j","n",0,95732,4,2,""
"962","oa_13","14_unseen","Fahrzeuge",NA,"n","n",1,6502,4,2,""
"963","oa_13","5_unexpected","Grundstück","unexpected","j","n",0,5764,4,2,""
"964","oa_13","7_unseen","Zeichnung",NA,"n","n",1,1942,4,2,""
"965","oa_13","48_unexpected","Dachboden","unexpected","j","n",0,3137,4,2,""
"966","oa_13","11_unseen","Zuneigung",NA,"n","n",1,7364,4,2,""
"967","oa_13","19_unexpected","Klappe","unexpected","j","n",0,11328,4,2,""
"968","oa_13","4_unseen","Unterricht",NA,"n","j",0,1909,4,2,""
"969","oa_13","42_expected","Boden","expected","j","n",0,2994,4,2,""
"970","oa_13","36_unseen","Schande",NA,"n","n",1,1307,4,2,""
"971","oa_13","40_expected","Affen","expected","j","n",0,822,4,2,""
"972","oa_13","6_unseen","Gipfel",NA,"n","n",1,885,4,2,""
"973","oa_13","39_unexpected","Hospital","unexpected","j","n",0,1346,4,2,""
"974","oa_13","3_unexpected","Haus","unexpected","j","j",1,1596,4,2,""
"975","oa_13","30_unseen","Toaster",NA,"n","n",1,1061,4,2,""
"976","oa_13","20_expected","Fahrrad","expected","j","n",0,2051,4,2,""
"977","oa_13","32_unseen","Buchstaben",NA,"n","n",1,1233,4,2,""
"978","oa_13","4_expected","Zähne","expected","j","n",0,823,4,2,""
"979","oa_13","5_unseen","Kopfgeld",NA,"n","n",1,1230,4,2,""
"980","oa_13","9_unexpected","Menge","unexpected","j","n",0,2629,4,2,""
"981","oa_13","8_expected","Berge","expected","j","n",0,1261,4,2,""
"982","oa_13","15_unseen","Künstlerin",NA,"n","n",1,1411,4,2,""
"983","oa_13","6_expected","Tisch","expected","j","j",1,1322,4,2,""
"984","oa_13","34_expected","Bäckerei","expected","j","n",0,1150,4,2,""
"985","oa_13","1_unseen","Käsekuchen",NA,"n","n",1,1119,4,2,""
"986","oa_13","38_expected","Licht","expected","j","n",0,1530,4,2,""
"987","oa_13","23_unseen","Röhre",NA,"n","n",1,1206,4,2,""
"988","oa_13","14_expected","Ferien","expected","j","j",1,2397,4,2,""
"989","oa_13","39_unseen","Makler",NA,"n","n",1,1222,4,2,""
"990","oa_13","2_unseen","Technik",NA,"n","n",1,981,4,2,""
"991","oa_13","18_expected","Orchester","expected","j","n",0,918,4,2,""
"992","oa_13","37_unseen","Smaragd",NA,"n","n",1,1361,4,2,""
"993","oa_13","45_unexpected","Antwort","unexpected","j","j",1,1467,4,2,""
"994","oa_13","10_unseen","Zwerge",NA,"n","n",1,911,4,2,""
"995","oa_13","17_unseen","Brüder",NA,"n","n",1,995,4,2,""
"996","oa_13","7_unexpected","Wagen","unexpected","j","j",1,4163,4,2,""
"997","oa_13","37_unexpected","Waffe","unexpected","j","n",0,1501,4,2,""
"998","oa_13","40_unseen","Türke",NA,"n","n",1,969,4,2,""
"999","oa_13","29_unseen","Materie",NA,"n","n",1,1170,4,2,""
"1000","oa_13","49_expected","Paket","expected","j","n",0,1115,4,2,""
"1001","oa_13","17_unexpected","Herausforderung","unexpected","j","j",1,3046,4,2,""
"1002","oa_13","25_unexpected","Wappen","unexpected","j","n",0,1093,4,2,""
"1003","oa_13","43_unexpected","Gatter","unexpected","j","n",0,914,4,2,""
"1004","oa_13","13_unseen","Frosch",NA,"n","n",1,909,4,2,""
"1005","oa_13","3_unseen","Lippen",NA,"n","n",1,1017,4,2,""
"1006","oa_13","35_unexpected","Mund","unexpected","j","j",1,1432,4,2,""
"1007","oa_13","33_unseen","Weste",NA,"n","n",1,1031,4,2,""
"1008","oa_13","16_unseen","Antarktis",NA,"n","n",1,933,4,2,""
"1009","oa_13","25_unseen","Einzelkind",NA,"n","n",1,647,4,2,""
"1010","oa_13","28_unseen","Verschluss",NA,"n","n",1,1414,4,2,""
"1011","oa_13","31_unexpected","Watte","unexpected","j","n",0,973,4,2,""
"1012","oa_13","19_unseen","Bombe",NA,"n","n",1,511,4,2,""
"1013","oa_13","2_expected","Auto","expected","j","n",0,618,4,2,""
"1014","oa_13","12_unseen","Wunsch",NA,"n","n",1,2737,4,2,""
"1015","oa_13","36_expected","Sauna","expected","j","j",1,1724,4,2,""
"1016","oa_13","16_expected","Schloss","expected","j","n",0,1895,4,2,""
"1017","oa_13","10_expected","Band","expected","j","j",1,1572,4,2,""
"1018","oa_13","8_unseen","Schutt",NA,"n","n",1,957,4,2,""
"1019","oa_13","24_unseen","Speisesaal",NA,"n","n",1,1767,4,2,""
"1020","oa_13","1_unexpected","Schlafzimmer","unexpected","j","n",0,768,4,2,""
"1021","oa_13","27_unseen","Bildschirm",NA,"n","n",1,1249,4,2,""
"1022","oa_13","27_unexpected","Platte","unexpected","j","n",0,1271,4,2,""
"1023","oa_13","28_expected","Briefkasten","expected","j","n",0,908,4,2,""
"1024","oa_13","20_unseen","Wüste",NA,"n","n",1,1120,4,2,""
"1025","oa_13","9_unseen","Sekunde",NA,"n","n",1,2907,4,2,""
"1026","oa_13","24_expected","Wald","expected","j","n",0,1143,4,2,""
"1027","oa_13","35_unseen","Mozart",NA,"n","n",1,954,4,2,""
"1028","oa_13","18_unseen","Pfadfinder",NA,"n","n",1,707,4,2,""
"1029","oa_13","15_unexpected","Untermieterin","unexpected","j","n",0,1071,4,2,""
"1030","oa_13","30_expected","Polizei","expected","j","n",0,996,4,2,""
"1031","oa_13","34_unseen","Hypnose",NA,"n","n",1,932,4,2,""
"1032","oa_13","22_expected","Kühlschrank","expected","j","n",0,863,4,2,""
"1033","oa_13","22_unseen","Pfanne",NA,"n","n",1,964,4,2,""
"1034","oa_13","38_unseen","Felsen",NA,"n","n",1,702,4,2,""
"1035","oa_13","21_unexpected","Offizier","unexpected","j","n",0,762,4,2,""
"1036","oa_13","31_unseen","Salami",NA,"n","n",1,1218,4,2,""
"1037","oa_13","26_unseen","Märchen",NA,"n","j",0,1738,4,2,""
"1038","oa_13","47_expected","Tür","expected","j","j",1,1788,4,2,""
"1039","oa_13","41_unexpected","Bock","unexpected","j","j",1,3397,4,2,""
"1040","oa_13","21_unseen","Zigaretten",NA,"n","n",1,1685,4,2,""
"1041","oa_14","11_expected","Müll","expected","j","n",0,13325,1,1,""
"1042","oa_14","40_unexpected","Vogel","unexpected","j","n",0,7860,1,1,""
"1043","oa_14","23_expected","Zug","expected","j","n",0,2980,1,1,""
"1044","oa_14","38_unseen","Felsen",NA,"n","n",1,1942,1,1,""
"1045","oa_14","9_unseen","Sekunde",NA,"n","j",0,4649,1,1,""
"1046","oa_14","12_unseen","Wunsch",NA,"n","j",0,7591,1,1,""
"1047","oa_14","33_unseen","Weste",NA,"n","n",1,5946,1,1,""
"1048","oa_14","30_unexpected","Geschäft","unexpected","j","j",1,7477,1,1,""
"1049","oa_14","3_expected","Tür","expected","j","j",1,2988,1,1,""
"1050","oa_14","25_expected","Flagge","expected","j","n",0,2373,1,1,""
"1051","oa_14","43_expected","Stall","expected","j","n",0,1327,1,1,""
"1052","oa_14","35_unseen","Mozart",NA,"n","j",0,4874,1,1,""
"1053","oa_14","12_unexpected","Bart","unexpected","j","j",1,3065,1,1,""
"1054","oa_14","17_unseen","Brüder",NA,"n","n",1,3518,1,1,""
"1055","oa_14","40_unseen","Türke",NA,"n","n",1,2898,1,1,""
"1056","oa_14","1_unseen","Käsekuchen",NA,"n","n",1,1311,1,1,""
"1057","oa_14","49_unexpected","Umschlag","unexpected","j","j",1,3746,1,1,""
"1058","oa_14","32_unseen","Buchstaben",NA,"n","n",1,4358,1,1,""
"1059","oa_14","25_unseen","Einzelkind",NA,"n","n",1,1665,1,1,""
"1060","oa_14","31_unseen","Salami",NA,"n","n",1,2662,1,1,""
"1061","oa_14","22_unexpected","Badewanne","unexpected","j","n",0,1899,1,1,""
"1062","oa_14","23_unseen","Röhre",NA,"n","n",1,3895,1,1,""
"1063","oa_14","24_unexpected","Gegend","unexpected","j","n",0,6301,1,1,""
"1064","oa_14","14_unexpected","Weihnachtsmann","unexpected","j","j",1,4530,1,1,""
"1065","oa_14","4_unseen","Unterricht",NA,"n","j",0,3654,1,1,""
"1066","oa_14","34_unexpected","Hotelzimmer","unexpected","j","j",1,3645,1,1,""
"1067","oa_14","17_expected","Rätsel","expected","j","j",1,4948,1,1,""
"1068","oa_14","10_unexpected","Rose","unexpected","j","j",1,2943,1,1,""
"1069","oa_14","14_unseen","Fahrzeuge",NA,"n","n",1,3162,1,1,""
"1070","oa_14","44_unexpected","Vorhang","unexpected","j","j",1,3308,1,1,""
"1071","oa_14","20_unseen","Wüste",NA,"n","n",1,3753,1,1,""
"1072","oa_14","4_unexpected","Bauch","unexpected","j","j",1,1972,1,1,""
"1073","oa_14","13_unseen","Frosch",NA,"n","j",0,6405,1,1,""
"1074","oa_14","26_unexpected","Ratte","unexpected","j","n",0,3663,1,1,""
"1075","oa_14","38_unexpected","Computer","unexpected","j","j",1,3437,1,1,""
"1076","oa_14","31_expected","Teig","expected","j","n",0,2949,1,1,""
"1077","oa_14","47_unexpected","Fensterrahmen","unexpected","j","j",1,4502,1,1,""
"1078","oa_14","10_unseen","Zwerge",NA,"n","j",0,1691,1,1,""
"1079","oa_14","8_unexpected","Osten","unexpected","j","n",0,1871,1,1,""
"1080","oa_14","9_expected","Ziel","expected","j","j",1,1405,1,1,""
"1081","oa_14","5_unseen","Kopfgeld",NA,"n","n",1,2341,1,1,""
"1082","oa_14","15_unseen","Künstlerin",NA,"n","n",1,1648,1,1,""
"1083","oa_14","39_expected","Apotheke","expected","j","n",0,1646,1,1,""
"1084","oa_14","35_expected","Nase","expected","j","n",0,3436,1,1,""
"1085","oa_14","27_unseen","Bildschirm",NA,"n","j",0,1955,1,1,""
"1086","oa_14","7_expected","Schiff","expected","j","n",0,2693,1,1,""
"1087","oa_14","26_unseen","Märchen",NA,"n","n",1,2410,1,1,""
"1088","oa_14","19_unseen","Bombe",NA,"n","n",1,1379,1,1,""
"1089","oa_14","27_expected","Herd","expected","j","j",1,3196,1,1,""
"1090","oa_14","16_unseen","Antarktis",NA,"n","j",0,4221,1,1,""
"1091","oa_14","29_expected","Geheimnis","expected","j","j",1,1637,1,1,""
"1092","oa_14","7_unseen","Zeichnung",NA,"n","j",0,2084,1,1,""
"1093","oa_14","6_unseen","Gipfel",NA,"n","j",0,4112,1,1,""
"1094","oa_14","30_unseen","Toaster",NA,"n","j",0,1437,1,1,""
"1095","oa_14","8_unseen","Schutt",NA,"n","j",0,3492,1,1,""
"1096","oa_14","36_unexpected","Salon","unexpected","j","j",1,5393,1,1,""
"1097","oa_14","11_unseen","Zuneigung",NA,"n","j",0,2250,1,1,""
"1098","oa_14","16_unexpected","Bus","unexpected","j","j",1,3288,1,1,""
"1099","oa_14","19_expected","Fenster","expected","j","j",1,941,1,1,""
"1100","oa_14","39_unseen","Makler",NA,"n","j",0,1576,1,1,""
"1101","oa_14","41_expected","Kühe","expected","j","j",1,1249,1,1,""
"1102","oa_14","2_unexpected","Gruppe","unexpected","j","j",1,1463,1,1,""
"1103","oa_14","42_unexpected","Decke","unexpected","j","j",1,2597,1,1,""
"1104","oa_14","21_expected","Wunde","expected","j","n",0,2142,1,1,""
"1105","oa_14","37_unseen","Smaragd",NA,"n","n",1,1952,1,1,""
"1106","oa_14","45_expected","Ja-Wort","expected","j","j",1,3386,1,1,""
"1107","oa_14","28_unseen","Verschluss",NA,"n","n",1,2396,1,1,""
"1108","oa_14","21_unseen","Zigaretten",NA,"n","j",0,3356,1,1,""
"1109","oa_14","3_unseen","Lippen",NA,"n","n",1,2111,1,1,""
"1110","oa_14","36_unseen","Schande",NA,"n","n",1,1747,1,1,""
"1111","oa_14","20_unexpected","Ausrüstung","unexpected","j","n",0,5918,1,1,""
"1112","oa_14","15_expected","Schlüsseldienst","expected","j","j",1,7203,1,1,""
"1113","oa_14","24_unseen","Speisesaal",NA,"n","n",1,4572,1,1,""
"1114","oa_14","22_unseen","Pfanne",NA,"n","n",1,1503,1,1,""
"1115","oa_14","29_unseen","Materie",NA,"n","n",1,2026,1,1,""
"1116","oa_14","18_unseen","Pfadfinder",NA,"n","j",0,2921,1,1,""
"1117","oa_14","33_expected","Sonne","expected","j","j",1,1709,1,1,""
"1118","oa_14","2_unseen","Technik",NA,"n","n",1,2977,1,1,""
"1119","oa_14","48_expected","Wand","expected","j","n",0,1370,1,1,""
"1120","oa_14","34_unseen","Hypnose",NA,"n","n",1,1348,1,1,""
"1121","oa_15","13_unexpected","Couch","unexpected","j","j",1,2578,3,2,"XXXX"
"1122","oa_15","14_unseen","Fahrzeuge",NA,"n","j",0,3075,3,2,"XXXX"
"1123","oa_15","5_unexpected","Grundstück","unexpected","j","j",1,2672,3,2,"XXXX"
"1124","oa_15","7_unseen","Zeichnung",NA,"n","n",1,4262,3,2,"XXXX"
"1125","oa_15","48_unexpected","Dachboden","unexpected","j","j",1,8013,3,2,"XXXX"
"1126","oa_15","11_unseen","Zuneigung",NA,"n","j",0,3078,3,2,"XXXX"
"1127","oa_15","19_unexpected","Klappe","unexpected","j","n",0,2268,3,2,"XXXX"
"1128","oa_15","4_unseen","Unterricht",NA,"n","j",0,5745,3,2,"XXXX"
"1129","oa_15","42_expected","Boden","expected","j","j",1,2421,3,2,"XXXX"
"1130","oa_15","36_unseen","Schande",NA,"n","n",1,4357,3,2,"XXXX"
"1131","oa_15","40_expected","Affen","expected","j","j",1,3136,3,2,"XXXX"
"1132","oa_15","6_unseen","Gipfel",NA,"n","j",0,3131,3,2,"XXXX"
"1133","oa_15","39_unexpected","Hospital","unexpected","j","j",1,2526,3,2,"XXXX"
"1134","oa_15","3_unexpected","Haus","unexpected","j","j",1,1922,3,2,"XXXX"
"1135","oa_15","30_unseen","Toaster",NA,"n","j",0,2589,3,2,"XXXX"
"1136","oa_15","20_expected","Fahrrad","expected","j","n",0,7910,3,2,"XXXX"
"1137","oa_15","32_unseen","Buchstaben",NA,"n","n",1,4539,3,2,"XXXX"
"1138","oa_15","4_expected","Zähne","expected","j","j",1,3207,3,2,"XXXX"
"1139","oa_15","5_unseen","Kopfgeld",NA,"n","n",1,6015,3,2,"XXXX"
"1140","oa_15","9_unexpected","Menge","unexpected","j","j",1,3880,3,2,"XXXX"
"1141","oa_15","8_expected","Berge","expected","j","j",1,1917,3,2,"XXXX"
"1142","oa_15","15_unseen","Künstlerin",NA,"n","n",1,5753,3,2,"XXXX"
"1143","oa_15","6_expected","Tisch","expected","j","j",1,2364,3,2,"XXXX"
"1144","oa_15","34_expected","Bäckerei","expected","j","n",0,4838,3,2,"XXXX"
"1145","oa_15","1_unseen","Käsekuchen",NA,"n","n",1,2725,3,2,"XXXX"
"1146","oa_15","38_expected","Licht","expected","j","n",0,9265,3,2,"XXXX"
"1147","oa_15","23_unseen","Röhre",NA,"n","n",1,4889,3,2,"XXXX"
"1148","oa_15","14_expected","Ferien","expected","j","j",1,1895,3,2,"XXXX"
"1149","oa_15","39_unseen","Makler",NA,"n","j",0,2435,3,2,"XXXX"
"1150","oa_15","2_unseen","Technik",NA,"n","j",0,2954,3,2,"XXXX"
"1151","oa_15","18_expected","Orchester","expected","j","j",1,2341,3,2,"XXXX"
"1152","oa_15","37_unseen","Smaragd",NA,"n","j",0,5287,3,2,"XXXX"
"1153","oa_15","45_unexpected","Antwort","unexpected","j","j",1,2173,3,2,"XXXX"
"1154","oa_15","10_unseen","Zwerge",NA,"n","j",0,4342,3,2,"XXXX"
"1155","oa_15","17_unseen","Brüder",NA,"n","j",0,3250,3,2,"XXXX"
"1156","oa_15","7_unexpected","Wagen","unexpected","j","j",1,1848,3,2,"XXXX"
"1157","oa_15","37_unexpected","Waffe","unexpected","j","j",1,1478,3,2,"XXXX"
"1158","oa_15","40_unseen","Türke",NA,"n","j",0,2243,3,2,"XXXX"
"1159","oa_15","29_unseen","Materie",NA,"n","j",0,1650,3,2,"XXXX"
"1160","oa_15","49_expected","Paket","expected","j","n",0,4736,3,2,"XXXX"
"1161","oa_15","17_unexpected","Herausforderung","unexpected","j","j",1,3564,3,2,"XXXX"
"1162","oa_15","25_unexpected","Wappen","unexpected","j","j",1,2054,3,2,"XXXX"
"1163","oa_15","43_unexpected","Gatter","unexpected","j","j",1,2108,3,2,"XXXX"
"1164","oa_15","13_unseen","Frosch",NA,"n","j",0,1520,3,2,"XXXX"
"1165","oa_15","3_unseen","Lippen",NA,"n","n",1,9963,3,2,"XXXX"
"1166","oa_15","35_unexpected","Mund","unexpected","j","j",1,3847,3,2,"XXXX"
"1167","oa_15","33_unseen","Weste",NA,"n","n",1,5270,3,2,"XXXX"
"1168","oa_15","16_unseen","Antarktis",NA,"n","j",0,11844,3,2,"XXXX"
"1169","oa_15","25_unseen","Einzelkind",NA,"n","n",1,3349,3,2,"XXXX"
"1170","oa_15","28_unseen","Verschluss",NA,"n","j",0,2552,3,2,"XXXX"
"1171","oa_15","31_unexpected","Watte","unexpected","j","j",1,6258,3,2,"XXXX"
"1172","oa_15","19_unseen","Bombe",NA,"n","n",1,3753,3,2,"XXXX"
"1173","oa_15","2_expected","Auto","expected","j","j",1,2140,3,2,"XXXX"
"1174","oa_15","12_unseen","Wunsch",NA,"n","j",0,1231,3,2,"XXXX"
"1175","oa_15","36_expected","Sauna","expected","j","n",0,5189,3,2,"XXXX"
"1176","oa_15","16_expected","Schloss","expected","j","j",1,2647,3,2,"XXXX"
"1177","oa_15","10_expected","Band","expected","j","j",1,1357,3,2,"XXXX"
"1178","oa_15","8_unseen","Schutt",NA,"n","j",0,1439,3,2,"XXXX"
"1179","oa_15","24_unseen","Speisesaal",NA,"n","j",0,3406,3,2,"XXXX"
"1180","oa_15","1_unexpected","Schlafzimmer","unexpected","j","j",1,1510,3,2,"XXXX"
"1181","oa_15","27_unseen","Bildschirm",NA,"n","j",0,1650,3,2,"XXXX"
"1182","oa_15","27_unexpected","Platte","unexpected","j","j",1,1488,3,2,"XXXX"
"1183","oa_15","28_expected","Briefkasten","expected","j","j",1,1237,3,2,"XXXX"
"1184","oa_15","20_unseen","Wüste",NA,"n","j",0,2667,3,2,"XXXX"
"1185","oa_15","9_unseen","Sekunde",NA,"n","n",1,4105,3,2,"XXXX"
"1186","oa_15","24_expected","Wald","expected","j","j",1,2134,3,2,"XXXX"
"1187","oa_15","35_unseen","Mozart",NA,"n","n",1,6655,3,2,"XXXX"
"1188","oa_15","18_unseen","Pfadfinder",NA,"n","j",0,3535,3,2,"XXXX"
"1189","oa_15","15_unexpected","Untermieterin","unexpected","j","j",1,3690,3,2,"XXXX"
"1190","oa_15","30_expected","Polizei","expected","j","j",1,2888,3,2,"XXXX"
"1191","oa_15","34_unseen","Hypnose",NA,"n","n",1,3013,3,2,"XXXX"
"1192","oa_15","22_expected","Kühlschrank","expected","j","j",1,2037,3,2,"XXXX"
"1193","oa_15","22_unseen","Pfanne",NA,"n","j",0,1436,3,2,"XXXX"
"1194","oa_15","38_unseen","Felsen",NA,"n","n",1,4891,3,2,"XXXX"
"1195","oa_15","21_unexpected","Offizier","unexpected","j","j",1,1872,3,2,"XXXX"
"1196","oa_15","31_unseen","Salami",NA,"n","n",1,3350,3,2,"XXXX"
"1197","oa_15","26_unseen","Märchen",NA,"n","j",0,2224,3,2,"XXXX"
"1198","oa_15","47_expected","Tür","expected","j","j",1,1096,3,2,"XXXX"
"1199","oa_15","41_unexpected","Bock","unexpected","j","j",1,1332,3,2,"XXXX"
"1200","oa_15","21_unseen","Zigaretten",NA,"n","j",0,5839,3,2,"XXXX"
"1201","oa_16","13_unexpected","Couch","unexpected","j","j",1,22834,2,2,""
"1202","oa_16","14_unseen","Fahrzeuge",NA,"n","n",1,18679,2,2,""
"1203","oa_16","5_unexpected","Grundstück","unexpected","j","n",0,1570,2,2,""
"1204","oa_16","7_unseen","Zeichnung",NA,"n","n",1,907,2,2,""
"1205","oa_16","48_unexpected","Dachboden","unexpected","j","n",0,687,2,2,""
"1206","oa_16","11_unseen","Zuneigung",NA,"n","n",1,787,2,2,""
"1207","oa_16","19_unexpected","Klappe","unexpected","j","n",0,675,2,2,""
"1208","oa_16","4_unseen","Unterricht",NA,"n","n",1,680,2,2,""
"1209","oa_16","42_expected","Boden","expected","j","n",0,1053,2,2,""
"1210","oa_16","36_unseen","Schande",NA,"n","n",1,771,2,2,""
"1211","oa_16","40_expected","Affen","expected","j","n",0,780,2,2,""
"1212","oa_16","6_unseen","Gipfel",NA,"n","n",1,869,2,2,""
"1213","oa_16","39_unexpected","Hospital","unexpected","j","n",0,746,2,2,""
"1214","oa_16","3_unexpected","Haus","unexpected","j","n",0,1204,2,2,""
"1215","oa_16","30_unseen","Toaster",NA,"n","n",1,788,2,2,""
"1216","oa_16","20_expected","Fahrrad","expected","j","n",0,3876,2,2,""
"1217","oa_16","32_unseen","Buchstaben",NA,"n","n",1,762,2,2,""
"1218","oa_16","4_expected","Zähne","expected","j","n",0,964,2,2,""
"1219","oa_16","5_unseen","Kopfgeld",NA,"n","n",1,798,2,2,""
"1220","oa_16","9_unexpected","Menge","unexpected","j","n",0,1014,2,2,""
"1221","oa_16","8_expected","Berge","expected","j","n",0,782,2,2,""
"1222","oa_16","15_unseen","Künstlerin",NA,"n","n",1,998,2,2,""
"1223","oa_16","6_expected","Tisch","expected","j","n",0,838,2,2,""
"1224","oa_16","34_expected","Bäckerei","expected","j","n",0,1652,2,2,""
"1225","oa_16","1_unseen","Käsekuchen",NA,"n","n",1,754,2,2,""
"1226","oa_16","38_expected","Licht","expected","j","n",0,700,2,2,""
"1227","oa_16","23_unseen","Röhre",NA,"n","n",1,903,2,2,""
"1228","oa_16","14_expected","Ferien","expected","j","n",0,1163,2,2,""
"1229","oa_16","39_unseen","Makler",NA,"n","n",1,837,2,2,""
"1230","oa_16","2_unseen","Technik",NA,"n","n",1,2835,2,2,""
"1231","oa_16","18_expected","Orchester","expected","j","n",0,2202,2,2,""
"1232","oa_16","37_unseen","Smaragd",NA,"n","n",1,802,2,2,""
"1233","oa_16","45_unexpected","Antwort","unexpected","j","n",0,1146,2,2,""
"1234","oa_16","10_unseen","Zwerge",NA,"n","n",1,1140,2,2,""
"1235","oa_16","17_unseen","Brüder",NA,"n","n",1,1087,2,2,""
"1236","oa_16","7_unexpected","Wagen","unexpected","j","n",0,1219,2,2,""
"1237","oa_16","37_unexpected","Waffe","unexpected","j","n",0,761,2,2,""
"1238","oa_16","40_unseen","Türke",NA,"n","n",1,787,2,2,""
"1239","oa_16","29_unseen","Materie",NA,"n","n",1,1067,2,2,""
"1240","oa_16","49_expected","Paket","expected","j","n",0,1704,2,2,""
"1241","oa_16","17_unexpected","Herausforderung","unexpected","j","n",0,948,2,2,""
"1242","oa_16","25_unexpected","Wappen","unexpected","j","n",0,2270,2,2,""
"1243","oa_16","43_unexpected","Gatter","unexpected","j","n",0,787,2,2,""
"1244","oa_16","13_unseen","Frosch",NA,"n","n",1,892,2,2,""
"1245","oa_16","3_unseen","Lippen",NA,"n","n",1,944,2,2,""
"1246","oa_16","35_unexpected","Mund","unexpected","j","n",0,1218,2,2,""
"1247","oa_16","33_unseen","Weste",NA,"n","n",1,969,2,2,""
"1248","oa_16","16_unseen","Antarktis",NA,"n","n",1,1866,2,2,""
"1249","oa_16","25_unseen","Einzelkind",NA,"n","n",1,1040,2,2,""
"1250","oa_16","28_unseen","Verschluss",NA,"n","n",1,958,2,2,""
"1251","oa_16","31_unexpected","Watte","unexpected","j","n",0,1936,2,2,""
"1252","oa_16","19_unseen","Bombe",NA,"n","n",1,1282,2,2,""
"1253","oa_16","2_expected","Auto","expected","j","n",0,1119,2,2,""
"1254","oa_16","12_unseen","Wunsch",NA,"n","n",1,1202,2,2,""
"1255","oa_16","36_expected","Sauna","expected","j","n",0,1402,2,2,""
"1256","oa_16","16_expected","Schloss","expected","j","n",0,2658,2,2,""
"1257","oa_16","10_expected","Band","expected","j","n",0,992,2,2,""
"1258","oa_16","8_unseen","Schutt",NA,"n","n",1,744,2,2,""
"1259","oa_16","24_unseen","Speisesaal",NA,"n","n",1,1123,2,2,""
"1260","oa_16","1_unexpected","Schlafzimmer","unexpected","j","n",0,1086,2,2,""
"1261","oa_16","27_unseen","Bildschirm",NA,"n","n",1,962,2,2,""
"1262","oa_16","27_unexpected","Platte","unexpected","j","n",0,812,2,2,""
"1263","oa_16","28_expected","Briefkasten","expected","j","n",0,1107,2,2,""
"1264","oa_16","20_unseen","Wüste",NA,"n","n",1,863,2,2,""
